```php
id,age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,prediction_result,confidence,algorithm,created_at,academic_work_performance,loss_of_other_interests
546,16,Male,6.3,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.14,DT,"2026-06-03 15:07:02",-,-
547,19,Male,6.2,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"High Risk",92.88,DT,"2026-06-03 15:07:02",-,-
548,22,Male,3.2,-,-,-,8.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",92.97,DT,"2026-06-03 15:07:02",-,-
549,24,Male,7.1,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.07,DT,"2026-06-03 15:07:02",-,-
550,18,Male,8.4,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",92.24,DT,"2026-06-03 15:07:02",-,-
551,21,Female,7.2,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"High Risk",90.64,DT,"2026-06-03 15:07:02",-,-
552,19,Male,9.5,-,-,-,3.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.89,DT,"2026-06-03 15:07:02",-,-
553,19,Male,6,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.96,DT,"2026-06-03 15:07:02",-,-
554,19,Female,2.3,-,-,-,8.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.68,DT,"2026-06-03 15:07:02",-,-
555,27,Male,4.2,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.43,DT,"2026-06-03 15:07:02",-,-
556,19,Female,4.6,-,-,-,6.1,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",95.62,DT,"2026-06-03 15:07:02",-,-
557,19,Male,4.8,-,-,-,7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.07,DT,"2026-06-03 15:07:02",-,-
558,20,Male,11.7,-,-,-,5.5,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",92.23,DT,"2026-06-03 15:07:02",-,-
559,26,Male,2.5,-,-,-,7.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.71,DT,"2026-06-03 15:07:02",-,-
560,33,Male,5.2,-,-,-,5.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.12,DT,"2026-06-03 15:07:02",-,-
561,19,Male,4.6,-,-,-,5.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.25,DT,"2026-06-03 15:07:02",-,-
562,18,Male,4,-,-,-,5.8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.21,DT,"2026-06-03 15:07:02",-,-
563,20,Female,1.7,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.59,DT,"2026-06-03 15:07:02",-,-
564,16,Male,7.6,-,-,-,3.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.82,DT,"2026-06-03 15:07:02",-,-
565,22,Male,4.5,-,-,-,6.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.82,DT,"2026-06-03 15:07:02",-,-
566,23,Other,4.6,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.25,DT,"2026-06-03 15:07:02",-,-
567,18,Male,2.3,-,-,-,7.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.22,DT,"2026-06-03 15:07:02",-,-
568,25,Female,5.3,-,-,-,6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",94.44,DT,"2026-06-03 15:07:02",-,-
569,20,Male,8,-,-,-,5.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.68,DT,"2026-06-03 15:07:02",-,-
570,13,Male,2.3,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.02,DT,"2026-06-03 15:07:02",-,-
571,34,Male,3.9,-,-,-,5.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.74,DT,"2026-06-03 15:07:02",-,-
572,28,Female,7.8,-,-,-,4.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.64,DT,"2026-06-03 15:07:02",-,-
573,17,Male,8.4,-,-,-,3.4,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",95.21,DT,"2026-06-03 15:07:02",-,-
574,20,Male,5.3,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.45,DT,"2026-06-03 15:07:02",-,-
575,23,Male,3.5,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.58,DT,"2026-06-03 15:07:02",-,-
576,23,Male,4.3,-,-,-,5.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.23,DT,"2026-06-03 15:07:02",-,-
577,21,Male,6.5,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",96.02,DT,"2026-06-03 15:07:02",-,-
578,19,Female,1.3,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.87,DT,"2026-06-03 15:07:02",-,-
579,17,Female,7.1,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"High Risk",98.73,DT,"2026-06-03 15:07:02",-,-
580,21,Female,2.7,-,-,-,8.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.23,DT,"2026-06-03 15:07:02",-,-
581,21,Male,5.9,-,-,-,5.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.34,DT,"2026-06-03 15:07:02",-,-
582,18,Female,6.4,-,-,-,6.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.49,DT,"2026-06-03 15:07:02",-,-
583,17,Female,8.3,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",92.47,DT,"2026-06-03 15:07:02",-,-
584,18,Male,9.5,-,-,-,4.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.58,DT,"2026-06-03 15:07:02",-,-
585,17,Female,7.8,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",91.13,DT,"2026-06-03 15:07:02",-,-
586,21,Male,8.3,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",92.62,DT,"2026-06-03 15:07:02",-,-
587,16,Male,1,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.98,DT,"2026-06-03 15:07:02",-,-
588,19,Female,8.4,-,-,-,3.8,-,-,-,-,-,0,0,6,0,0,0,"High Risk",94.29,DT,"2026-06-03 15:07:02",-,-
589,16,Male,6.9,-,-,-,4.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.63,DT,"2026-06-03 15:07:02",-,-
590,24,Female,8.4,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",90.88,DT,"2026-06-03 15:07:02",-,-
591,22,Male,1.7,-,-,-,7.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.08,DT,"2026-06-03 15:07:02",-,-
592,18,Female,6.3,-,-,-,5.2,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.82,DT,"2026-06-03 15:07:02",-,-
593,20,Male,5.8,-,-,-,5.4,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.45,DT,"2026-06-03 15:07:02",-,-
594,17,Female,1.5,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.81,DT,"2026-06-03 15:07:02",-,-
595,21,Male,8.6,-,-,-,5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.72,DT,"2026-06-03 15:07:02",-,-
596,21,Female,6.5,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.8,DT,"2026-06-03 15:07:02",-,-
597,27,Female,3.9,-,-,-,5.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.59,DT,"2026-06-03 15:07:02",-,-
598,22,Male,6,-,-,-,7,-,-,-,-,-,0,0,4,0,0,0,"High Risk",98.03,DT,"2026-06-03 15:07:02",-,-
599,16,Female,9.3,-,-,-,4.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.46,DT,"2026-06-03 15:07:02",-,-
600,19,Male,7.5,-,-,-,3.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.51,DT,"2026-06-03 15:07:02",-,-
601,21,Female,5.8,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.5,DT,"2026-06-03 15:07:02",-,-
602,20,Male,1.1,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.19,DT,"2026-06-03 15:07:02",-,-
603,16,Male,4.2,-,-,-,5.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.54,DT,"2026-06-03 15:07:02",-,-
604,14,Female,7.4,-,-,-,3.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",98.25,DT,"2026-06-03 15:07:02",-,-
605,21,Male,4.8,-,-,-,6.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",95.91,DT,"2026-06-03 15:07:02",-,-
606,19,Male,7.4,-,-,-,5.8,-,-,-,-,-,0,0,5,0,0,0,"High Risk",90.17,DT,"2026-06-03 15:07:02",-,-
607,22,Female,11.4,-,-,-,4.3,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.11,DT,"2026-06-03 15:07:02",-,-
608,15,Male,13.2,-,-,-,4.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",90.07,DT,"2026-06-03 15:07:02",-,-
609,16,Male,4.6,-,-,-,6.5,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",98.57,DT,"2026-06-03 15:07:02",-,-
610,17,Male,8.7,-,-,-,4.7,-,-,-,-,-,0,0,6,0,0,0,"High Risk",91.67,DT,"2026-06-03 15:07:02",-,-
611,26,Female,4.8,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.9,DT,"2026-06-03 15:07:02",-,-
612,20,Male,6.4,-,-,-,5.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.28,DT,"2026-06-03 15:07:02",-,-
613,20,Male,5.4,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.38,DT,"2026-06-03 15:07:02",-,-
614,19,Male,2.6,-,-,-,8.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.36,DT,"2026-06-03 15:07:02",-,-
615,17,Male,1.3,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",97.31,DT,"2026-06-03 15:07:02",-,-
616,18,Female,3.7,-,-,-,5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.21,DT,"2026-06-03 15:07:02",-,-
617,18,Female,4.7,-,-,-,6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.75,DT,"2026-06-03 15:07:02",-,-
618,24,Male,8.4,-,-,-,4.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.6,DT,"2026-06-03 15:07:02",-,-
619,30,Male,7.2,-,-,-,4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.4,DT,"2026-06-03 15:07:02",-,-
620,21,Male,6.4,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.98,DT,"2026-06-03 15:07:02",-,-
621,15,Male,2.6,-,-,-,7.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",97.2,DT,"2026-06-03 15:07:02",-,-
622,27,Male,3.4,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.96,DT,"2026-06-03 15:07:02",-,-
623,15,Female,7,-,-,-,4.7,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",94.69,DT,"2026-06-03 15:07:02",-,-
624,27,Female,1.6,-,-,-,7.5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.58,DT,"2026-06-03 15:07:02",-,-
625,19,Male,7.7,-,-,-,3.5,-,-,-,-,-,0,0,6,0,0,0,"High Risk",94.35,DT,"2026-06-03 15:07:02",-,-
626,20,Male,4.8,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.87,DT,"2026-06-03 15:07:02",-,-
627,35,Male,6.9,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.22,DT,"2026-06-03 15:07:02",-,-
628,22,Female,4.8,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.08,DT,"2026-06-03 15:07:02",-,-
629,16,Male,4.5,-,-,-,5.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.37,DT,"2026-06-03 15:07:02",-,-
630,21,Female,3.6,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.89,DT,"2026-06-03 15:07:02",-,-
631,27,Female,12,-,-,-,5.2,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",91.58,DT,"2026-06-03 15:07:02",-,-
632,16,Female,5.4,-,-,-,5.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.43,DT,"2026-06-03 15:07:02",-,-
633,23,Male,7,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.97,DT,"2026-06-03 15:07:02",-,-
634,25,Male,6.2,-,-,-,5.9,-,-,-,-,-,0,0,6,0,0,0,"High Risk",97.25,DT,"2026-06-03 15:07:02",-,-
635,24,Male,5.7,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.31,DT,"2026-06-03 15:07:02",-,-
636,16,Female,6.2,-,-,-,5.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",91.78,DT,"2026-06-03 15:07:02",-,-
637,19,Male,9.6,-,-,-,3.6,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",93.09,DT,"2026-06-03 15:07:02",-,-
638,19,Male,11.1,-,-,-,5.9,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",98.89,DT,"2026-06-03 15:07:02",-,-
639,24,Male,7.8,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",95.93,DT,"2026-06-03 15:07:02",-,-
640,20,Male,6,-,-,-,5.5,-,-,-,-,-,0,0,6,0,0,0,"High Risk",97.37,DT,"2026-06-03 15:07:02",-,-
641,14,Female,3.1,-,-,-,7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.17,DT,"2026-06-03 15:07:02",-,-
642,25,Female,7.2,-,-,-,4.4,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",92.88,DT,"2026-06-03 15:07:02",-,-
643,22,Male,6.9,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",92.56,DT,"2026-06-03 15:07:02",-,-
644,22,Male,2.5,-,-,-,8.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.59,DT,"2026-06-03 15:07:02",-,-
645,28,Female,5.9,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",94.98,DT,"2026-06-03 15:07:02",-,-
646,26,Male,5.9,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.74,DT,"2026-06-03 15:07:02",-,-
647,19,Male,4.8,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.88,DT,"2026-06-03 15:07:02",-,-
648,17,Female,4.6,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.84,DT,"2026-06-03 15:07:02",-,-
649,16,Female,5.2,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.91,DT,"2026-06-03 15:07:02",-,-
650,30,Female,5.2,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.5,DT,"2026-06-03 15:07:02",-,-
651,22,Male,5.6,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"High Risk",95.31,DT,"2026-06-03 15:07:02",-,-
652,16,Female,5,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.81,DT,"2026-06-03 15:07:02",-,-
653,21,Male,7,-,-,-,4.8,-,-,-,-,-,0,0,3,0,0,0,"High Risk",94.1,DT,"2026-06-03 15:07:02",-,-
654,19,Male,1.7,-,-,-,8.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.23,DT,"2026-06-03 15:07:02",-,-
655,22,Female,6.4,-,-,-,5.4,-,-,-,-,-,0,0,2,0,0,0,"High Risk",91.84,DT,"2026-06-03 15:07:02",-,-
656,20,Female,3.3,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.72,DT,"2026-06-03 15:07:02",-,-
657,16,Female,9.3,-,-,-,3.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.48,DT,"2026-06-03 15:07:02",-,-
658,20,Female,6.3,-,-,-,6.2,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",98.88,DT,"2026-06-03 15:07:02",-,-
659,24,Male,13.4,-,-,-,3.9,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",95.66,DT,"2026-06-03 15:07:02",-,-
660,18,Male,6.6,-,-,-,5.4,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",96.79,DT,"2026-06-03 15:07:02",-,-
661,20,Female,5.3,-,-,-,6.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.36,DT,"2026-06-03 15:07:02",-,-
662,16,Male,7.4,-,-,-,5.2,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",91.26,DT,"2026-06-03 15:07:02",-,-
663,22,Female,1.8,-,-,-,8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.23,DT,"2026-06-03 15:07:02",-,-
664,20,Male,4.4,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.26,DT,"2026-06-03 15:07:02",-,-
665,16,Male,4.5,-,-,-,5.1,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.42,DT,"2026-06-03 15:07:02",-,-
666,33,Female,3.7,-,-,-,6.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.61,DT,"2026-06-03 15:07:02",-,-
667,18,Female,1.5,-,-,-,7.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.51,DT,"2026-06-03 15:07:02",-,-
668,19,Male,6.7,-,-,-,3.8,-,-,-,-,-,0,0,2,0,0,0,"Low Risk",91.77,DT,"2026-06-03 15:07:02",-,-
669,15,Male,6.5,-,-,-,4.7,-,-,-,-,-,0,0,2,0,0,0,"High Risk",94.63,DT,"2026-06-03 15:07:02",-,-
670,31,Male,1.4,-,-,-,8.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.61,DT,"2026-06-03 15:07:02",-,-
671,14,Male,8.3,-,-,-,6,-,-,-,-,-,0,0,6,0,0,0,"High Risk",90.27,DT,"2026-06-03 15:07:02",-,-
672,24,Male,9.3,-,-,-,4,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.24,DT,"2026-06-03 15:07:02",-,-
673,19,Male,4,-,-,-,6.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.44,DT,"2026-06-03 15:07:02",-,-
674,15,Male,8,-,-,-,5.4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.56,DT,"2026-06-03 15:07:02",-,-
675,26,Male,6,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.73,DT,"2026-06-03 15:07:02",-,-
676,33,Male,4.2,-,-,-,5.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.88,DT,"2026-06-03 15:07:02",-,-
677,14,Male,4,-,-,-,6.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.09,DT,"2026-06-03 15:07:02",-,-
678,16,Female,6.5,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",90.51,DT,"2026-06-03 15:07:02",-,-
679,18,Female,8,-,-,-,3.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.78,DT,"2026-06-03 15:07:02",-,-
680,18,Male,3.5,-,-,-,8.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.62,DT,"2026-06-03 15:07:02",-,-
681,15,Female,6.4,-,-,-,5.7,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",97.63,DT,"2026-06-03 15:07:02",-,-
682,19,Male,8.2,-,-,-,4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",91.15,DT,"2026-06-03 15:07:02",-,-
683,15,Male,0.7,-,-,-,7.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.78,DT,"2026-06-03 15:07:02",-,-
684,17,Female,3.7,-,-,-,5.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.92,DT,"2026-06-03 15:07:02",-,-
685,20,Female,2,-,-,-,7.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.85,DT,"2026-06-03 15:07:02",-,-
686,23,Female,9.7,-,-,-,5.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",92.69,DT,"2026-06-03 15:07:02",-,-
687,15,Female,4.3,-,-,-,5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.51,DT,"2026-06-03 15:07:02",-,-
688,22,Male,3.5,-,-,-,8.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.12,DT,"2026-06-03 15:07:02",-,-
689,19,Female,12.3,-,-,-,3.5,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",98.06,DT,"2026-06-03 15:07:02",-,-
690,16,Male,3.8,-,-,-,5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.57,DT,"2026-06-03 15:07:02",-,-
691,16,Male,10.9,-,-,-,5.3,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",90.92,DT,"2026-06-03 15:07:02",-,-
692,26,Male,4.8,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",91.93,DT,"2026-06-03 15:07:02",-,-
693,23,Male,3.8,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.6,DT,"2026-06-03 15:07:02",-,-
694,19,Male,12.5,-,-,-,5.7,-,-,-,-,-,0,0,9,0,0,0,"High Risk",92.03,DT,"2026-06-03 15:07:02",-,-
695,22,Other,4.4,-,-,-,6.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.65,DT,"2026-06-03 15:07:02",-,-
696,16,Male,11.4,-,-,-,3.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",95.01,DT,"2026-06-03 15:07:02",-,-
697,27,Male,8.9,-,-,-,4.4,-,-,-,-,-,0,0,6,0,0,0,"High Risk",97.18,DT,"2026-06-03 15:07:02",-,-
698,24,Male,2.3,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.1,DT,"2026-06-03 15:07:02",-,-
699,16,Other,4.7,-,-,-,6.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.51,DT,"2026-06-03 15:07:02",-,-
700,15,Female,5,-,-,-,6.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.02,DT,"2026-06-03 15:07:02",-,-
701,17,Male,3,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.23,DT,"2026-06-03 15:07:02",-,-
702,17,Male,7.1,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",90.93,DT,"2026-06-03 15:07:02",-,-
703,19,Female,8.5,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",90.52,DT,"2026-06-03 15:07:02",-,-
704,25,Female,4.8,-,-,-,6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.18,DT,"2026-06-03 15:07:02",-,-
705,27,Male,1.7,-,-,-,7.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.36,DT,"2026-06-03 15:07:02",-,-
706,20,Male,8.3,-,-,-,5.9,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",91.96,DT,"2026-06-03 15:07:02",-,-
707,17,Male,12.1,-,-,-,5.6,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",96.25,DT,"2026-06-03 15:07:02",-,-
708,17,Female,5.8,-,-,-,6.8,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.71,DT,"2026-06-03 15:07:02",-,-
709,17,Female,8.5,-,-,-,3.9,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",97.15,DT,"2026-06-03 15:07:02",-,-
710,19,Male,3.9,-,-,-,5.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.56,DT,"2026-06-03 15:07:02",-,-
711,24,Female,3.7,-,-,-,5.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.05,DT,"2026-06-03 15:07:02",-,-
712,21,Male,10.4,-,-,-,5.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.91,DT,"2026-06-03 15:07:02",-,-
713,28,Female,6.4,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.08,DT,"2026-06-03 15:07:02",-,-
714,19,Male,10,-,-,-,5.4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.78,DT,"2026-06-03 15:07:02",-,-
715,20,Male,11.1,-,-,-,5.6,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.93,DT,"2026-06-03 15:07:02",-,-
716,19,Male,6.7,-,-,-,4.9,-,-,-,-,-,0,0,5,0,0,0,"High Risk",92.03,DT,"2026-06-03 15:07:02",-,-
717,24,Male,5.9,-,-,-,6.8,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.49,DT,"2026-06-03 15:07:02",-,-
718,30,Male,3,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.77,DT,"2026-06-03 15:07:02",-,-
719,17,Male,6.6,-,-,-,4.8,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",93.6,DT,"2026-06-03 15:07:02",-,-
720,21,Male,11.7,-,-,-,6,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",97.16,DT,"2026-06-03 15:07:02",-,-
721,23,Female,13,-,-,-,5.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",98.87,DT,"2026-06-03 15:07:02",-,-
722,14,Male,4.3,-,-,-,5.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.38,DT,"2026-06-03 15:07:02",-,-
723,21,Male,4.8,-,-,-,7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",94.36,DT,"2026-06-03 15:07:02",-,-
724,23,Male,3.9,-,-,-,6.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.07,DT,"2026-06-03 15:07:02",-,-
725,17,Female,5.1,-,-,-,7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.16,DT,"2026-06-03 15:07:02",-,-
726,19,Male,7.8,-,-,-,4.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.64,DT,"2026-06-03 15:07:02",-,-
727,18,Female,2.1,-,-,-,8.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.82,DT,"2026-06-03 15:07:02",-,-
728,17,Female,6.2,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96,DT,"2026-06-03 15:07:02",-,-
